CenterX_PreNear_CH0,CenterY_PreNear_CH0,CenterX_PreFar_CH0,CenterY_PreFar_CH0,CenterX_PostNear_CH0,CenterY_PostNear_CH0,CenterX_PostFar_CH0,CenterY_PostFar_CH0,BeamSize_PostCureFar_CH0,R_preX_CH0,R_preY_CH0,R_postX_CH0,R_postY_CH0,AutoFindBeam_CH0
317.8899,240.0054,319.3225,240.9271,314.0609,242.38,296.6069,253.2478,11925,1.432569,0.921656,-17.45405,10.86778,0
308.6415,237.7791,306.6021,238.0036,311.5203,241.4337,303.1209,246.6769,17853,-2.039409,0.224552,-8.399409,5.243126,0
318.3798,236.083,318.3474,237.2764,319.9818,233.0909,320.5672,229.1257,21223,-0.032373,1.193346,0.58546,-3.965193,0
319.177,247.7199,318.1486,245.1465,319.4306,245.1568,322.3849,247.319,15470,-1.028375,-2.573397,2.95424,2.162166,0
309.3684,238.4138,310.4328,239.4012,308.4489,238.9576,297.2131,243.6933,15078,1.064409,0.987393,-11.23587,4.735716,0
305.4764,254.5256,306.8681,256.5652,312.4497,245.6374,291.9031,256.4822,15393,1.391682,2.039595,-20.5466,10.84481,1
312.4775,231.4235,312.8726,234.2026,313.9706,233.4029,300.861,234.2518,16170,0.39509,2.779162,-13.10964,0.848914,0
313.8169,239.796,315.5535,239.2458,314.9594,236.3412,323.0565,235.8913,23829,1.736659,-0.550177,8.09704,-0.449939,0
311.8705,241.3708,310.7411,240.6014,312.2289,241.9459,306.8156,244.0568,15830,-1.129382,-0.769449,-5.413252,2.110868,1
315.6669,239.2643,316.2911,240.6405,311.3385,237.2328,302.7028,245.7513,15956,0.624156,1.376258,-8.635712,8.518442,0
316.1254,238.9197,314.3703,238.9322,312.2403,241.8842,294.2933,254.278,15177,-1.755165,0.012485,-17.94699,12.39381,0
306.1519,243.745,308.3858,243.0638,316.0962,240.2454,315.4031,246.2786,20866,2.233824,-0.681291,-0.69301,6.033147,0
316.3303,240.5094,314.8178,238.7019,320.3987,237.7046,329.0587,230.0781,15906,-1.512449,-1.807553,8.660038,-7.626529,0
309.6175,234.9111,309.2137,233.0455,313.6029,237.418,308.3663,238.5711,15855,-0.403792,-1.86556,-5.236658,1.153062,0
320.018,240.7139,321.1938,238.4506,318.6549,241.7156,313.1554,242.4456,12072,1.175807,-2.26322,-5.499507,0.729932,0
307.4756,242.7386,306.9936,240.6785,305.7061,240.4681,300.6765,243.3829,15902,-0.482039,-2.060052,-5.029651,2.914805,0
313.0898,241.544,312.7854,242.7117,315.6565,236.5837,319.635,241.22,13356,-0.304322,1.167729,3.978507,4.636261,0
300.7604,242.4371,304.3573,241.1416,308.119,233.8409,317.5311,224.5894,22706,3.596924,-1.295465,9.41211,-9.251456,0
315.4328,239.4836,316.9471,242.152,311.2773,242.5184,295.6334,256.437,14810,1.51424,2.668425,-15.64398,13.91856,0
310.3319,241.2192,309.7581,244.0847,311.6074,236.1727,300.9966,239.8542,17486,-0.573793,2.865442,-10.61077,3.681538,0
312.7205,243.3288,314.7101,240.7179,315.1949,240.2878,319.7962,237.7387,20878,1.989612,-2.610864,4.601315,-2.549148,0
300.9482,242.4769,299.0195,243.7324,311.9003,238.3716,312.4335,234.681,22747,-1.928731,1.255462,0.533144,-3.690617,0
309.1696,232.7793,310.3987,234.5539,310.5832,235.5391,303.2091,238.8306,18154,1.229102,1.774616,-7.374098,3.291457,0
303.8254,249.5018,304.5441,248.7014,311.8341,240.6364,301.3456,253.1974,13784,0.718719,-0.800371,-10.4886,12.56101,0
313.443,242.99,314.3158,243.0232,308.3023,246.0173,285.2794,258.8473,14843,0.872855,0.033253,-23.02293,12.82994,0
304.8465,242.1489,306.5166,244.0131,303.1511,238.119,299.9872,246.2557,17120,1.670158,1.864169,-3.1639,8.136618,0
310.7489,243.9618,311.5285,245.124,310.8352,239.1933,300.9234,243.8092,16639,0.779579,1.162185,-9.911767,4.615962,0
316.8558,240.8606,314.0107,239.1573,320.0133,237.6653,323.1509,235.6375,23193,-2.845068,-1.703258,3.137583,-2.027789,0
303.4559,244.7689,301.2095,243.3705,311.8835,237.909,312.4218,227.4566,23343,-2.246344,-1.398356,0.538295,-10.45246,0
308.9961,239.1463,311.0768,239.9986,312.0992,241.6309,303.711,245.3319,16639,2.080678,0.852281,-8.388263,3.701049,0
310.1946,245.6342,309.1045,246.4983,310.7421,241.1784,310.7685,238.4962,22287,-1.090101,0.864094,0.02634,-2.682215,0
314.7825,242.0897,314.7141,243.4553,313.9058,243.3254,314.0807,249.3156,12795,-0.068357,1.365602,0.174971,5.990188,1
309.0638,234.5068,308.2867,236.5893,314.7131,238.2063,310.7849,249.9948,17656,-0.777025,2.082528,-3.928125,11.78852,0
307.8398,245.8485,308.0912,246.4052,317.9549,242.2641,326.2283,243.8556,20839,0.251489,0.556642,8.273368,1.591541,0
312.214,248.6505,314.0337,246.832,318.0938,246.0834,327.2888,245.546,19039,1.819662,-1.818522,9.195085,-0.537438,0
305.9851,241.8977,307.5688,242.7945,315.5056,235.5424,317.9649,227.9233,22071,1.583708,0.896808,2.459325,-7.619101,0
299.8661,242.2007,299.567,239.9837,303.8435,236.7849,310.5988,230.1033,21290,-0.299178,-2.216962,6.75529,-6.681611,0
307.2506,237.7484,306.402,235.7461,308.4969,240.6763,290.175,244.2944,16971,-0.848553,-2.002229,-18.3218,3.618082,0
304.6018,245.2864,304.5128,245.7933,313.4796,239.6987,317.984,234.8471,24196,-0.088928,0.506925,4.504426,-4.851557,0
309.686,242.6605,310.5274,244.5577,303.6368,244.822,280.3743,256.7915,16717,0.841447,1.897152,-23.26248,11.9695,0
314.54,240.265,314.5515,238.4215,313.656,239.0119,311.3502,243.5304,15755,0.011525,-1.843464,-2.30585,4.518541,0
318.2932,233.145,317.0097,235.5223,316.7043,231.6062,321.7318,231.8349,23907,-1.283587,2.37732,5.027493,0.228607,0
306.1393,239.9562,308.1523,238.6083,309.5217,243.8264,304.4865,249.0058,16871,2.013036,-1.347933,-5.035213,5.17933,0
315.6872,242.3554,316.7368,242.5334,314.0199,243.4839,306.5076,248.9106,12442,1.049567,0.177985,-7.512306,5.42668,0
331.8492,255.4431,331.0306,252.7949,337.8203,250.7893,347.1886,249.5069,20989,-0.818667,-2.648208,9.368221,-1.282418,0
324.183,252.2836,325.516,250.5877,322.2215,244.2511,322.3711,243.5457,18466,1.333032,-1.695916,0.149641,-0.705417,0
308.0872,248.4805,305.6296,246.9725,307.8077,246.2081,286.7151,244.7844,13249,-2.457571,-1.508036,-21.09259,-1.423685,0
322.3317,253.0707,320.4776,251.3619,328.8483,250.5362,334.7833,252.2281,20754,-1.854037,-1.708815,5.935017,1.69187,0
316.7253,249.851,317.6541,247.106,313.5011,243.9406,307.8473,249.1056,13401,0.928729,-2.744988,-5.653892,5.164965,0
299.0475,247.8394,301.0521,247.8467,296.0245,250.1401,283.8389,244.8798,14131,2.004595,0.00733,-12.18567,-5.260357,0
325.4112,248.4406,323.8713,245.8493,321.8359,241.1046,311.9662,248.2324,11752,-1.539886,-2.591274,-9.869716,7.127789,0
322.7573,249.8949,323.5884,248.2479,328.8103,243.5899,337.7596,232.1563,14324,0.831056,-1.646933,8.949245,-11.43355,0
313.7953,248.3113,312.4879,248.3788,310.7668,242.5045,304.7414,241.7257,13369,-1.307462,0.067524,-6.02543,-0.778804,0
307.7622,243.1662,309.829,243.2794,308.9579,241.5894,294.2291,244.9899,13418,2.06678,0.113294,-14.72879,3.400563,0
316.1417,245.5986,317.1981,244.1041,317.9424,238.9061,322.3474,226.4692,14831,1.05634,-1.494459,4.404972,-12.43687,0
314.8526,245.2098,316.7366,245.181,317.8916,242.8857,305.5427,254.5383,13055,1.883922,-0.028809,-12.34889,11.65254,1
321.7374,238.2371,321.1976,238.4351,319.5433,230.2653,308.1769,225.2546,17795,-0.539807,0.197956,-11.36639,-5.010658,0
315.3382,245.2248,318.089,242.8749,319.7771,242.049,317.4873,248.1423,16014,2.750798,-2.34987,-2.289805,6.093243,0
313.9637,239.9131,315.603,239.9236,310.7852,240.8423,298.4686,243.6842,17271,1.639332,0.010564,-12.31664,2.84191,0
309.6426,251.365,308.2273,252.8576,320.6237,248.5698,326.9374,250.1798,21419,-1.415295,1.492615,6.313669,1.610015,0
318.7886,244.6532,317.3731,246.3018,317.1844,239.9288,313.7249,244.1293,13648,-1.415419,1.648655,-3.459495,4.200513,0
315.7675,249.4748,316.2966,250.7339,321.797,242.364,326.6172,252.0498,23686,0.529072,1.259165,4.820286,9.685772,0
316.7041,246.2839,318.1882,249.1634,318.5089,241.5398,317.8725,241.806,16550,1.484114,2.879561,-0.636361,0.266156,0
312.5201,234.5037,312.8958,234.2381,314.9304,240.8231,298.7039,260.4159,15842,0.375691,-0.265582,-16.22649,19.59285,0
313.0083,239.6249,310.3966,240.4256,317.3063,240.8886,305.5658,238.8354,15102,0,0,-11.74047,-2.053171,1
308.4496,249.3669,310.8746,246.8192,316.606,238.7137,306.3574,239.874,13806,2.424917,-2.547736,-10.2486,1.160365,0
319.5571,235.9802,319.5525,234.9588,315.8003,236.5076,298.3665,236.7749,16401,-0.004615,-1.021429,-17.43387,0.267312,0
321.0203,241.4208,320.0939,242.464,319.5036,242.2427,316.549,247.3502,13954,-0.926341,1.043163,-2.954685,5.107547,0
308.1422,253.0279,311.0149,255.173,315.4852,242.236,299.4498,245.4596,14667,2.872663,2.145067,-16.03544,3.223569,0
317.4752,245.153,315.8377,244.3013,319.2051,243.5158,325.9627,249.6687,16597,-1.637457,-0.851778,6.757626,6.152895,0
311.7926,234.7737,313.5758,234.6186,315.5824,237.4107,314.7777,241.6486,16647,1.783149,-0.155092,-0.804699,4.237904,0
308.3833,251.7605,309.0445,249.6377,318.3794,241.1554,309.9032,236.78,13861,0.661191,-2.122865,-8.47618,-4.375425,0
317.8509,246.5558,318.8583,245.3524,321.8286,245.2069,333.3633,249.3516,16017,1.007432,-1.203372,11.53464,4.14462,0
318.0962,237.3984,318.784,240.3256,315.6937,240.0516,307.3647,252.9221,16658,0.68783,2.92715,-8.328968,12.87059,0
321.703,240.5953,319.5269,241.1375,325.3831,238.5035,329.432,243.2696,16011,-2.176162,0.54224,4.048918,4.766031,0
316.9723,237.4052,317.8559,237.4968,312.9691,239.3327,294.4218,247.5985,17003,0.883567,0.091664,-18.54739,8.265883,0
326.1359,241.9726,324.7148,241.2411,327.5824,239.3793,342.6307,242.1821,15880,-1.421072,-0.731436,15.04823,2.802733,0
310.1963,245.9019,307.5261,244.5125,316.4597,242.163,320.7356,238.4232,24352,-2.670218,-1.389421,4.275895,-3.739768,0
310.3495,252.3539,313.2219,250.5745,319.3276,242.2847,306.9247,241.7492,15019,2.872365,-1.779358,-12.40288,-0.535483,0
313.3344,243.4605,314.6574,241.5555,317.3411,238.2552,314.6421,240.3452,20024,1.323003,-1.904995,-2.698922,2.089983,0
312.9787,236.9629,311.1151,239.4515,318.5843,239.2004,317.4716,238.6013,16743,-1.863537,2.488586,-1.112646,-0.599114,0
323.1805,245.7215,321.0058,243.9214,325.5364,245.5932,338.6105,241.4145,14293,-2.174691,-1.800061,13.0741,-4.178782,0
318.9277,251.5634,316.2821,249.5237,322.0419,244.1539,317.9469,237.4504,18597,-2.645582,-2.039792,-4.095065,-6.703551,0
318.8022,246.9983,317.124,244.7345,322.5764,242.0434,314.7589,236.8446,19103,-1.67819,-2.263797,-7.817483,-5.198818,0
314.526,234.2311,317.0954,237.0775,317.6605,236.0631,305.8682,240.2487,15594,2.569397,2.846486,-11.79228,4.185554,0
317.9566,248.9107,316.2704,247.3112,321.307,247.8617,327.7374,246.1566,20712,-1.686171,-1.5995,6.430355,-1.705106,0
322.4577,240.6032,322.9294,240.2897,317.3914,242.794,297.3169,252.0407,12194,0.471699,-0.313435,-20.07457,9.246703,0
323.043,244.3326,322.968,243.9069,326.2872,242.7039,333.5846,247.311,16446,-0.074977,-0.425642,7.297348,4.60708,0
310.1467,248.1995,311.6127,249.1989,319.3755,237.7855,309.7978,239.8541,13979,1.466049,0.999468,-9.577699,2.068575,0
318.6493,245.3294,316.4389,244.2907,327.2157,242.3749,342.102,244.26,22285,-2.210377,-1.038724,14.88629,1.885123,0
314.4666,241.5201,313.1192,239.9415,317.5254,236.4187,310.1809,232.6293,24101,-1.347478,-1.578599,-7.344444,-3.789302,0
305.1855,250.6218,305.3008,248.0194,315.8274,243.9988,308.0889,253.3934,19841,0.115391,-2.602456,-7.738471,9.394584,0
314.1674,239.857,314.4807,241.64,316.9116,241.9242,308.9562,247.48,18537,0.313291,1.783033,-7.955362,5.555775,0
320.5374,237.1059,318.2496,240.0858,318.4678,238.7125,306.2853,247.1523,15821,-2.287851,2.979896,-12.18251,8.439819,0
320.4712,246.2678,319.8634,243.7428,319.4938,241.1693,322.7651,234.8805,23436,-0.607785,-2.524995,3.271287,-6.288833,0
319.3631,254.6076,320.3911,252.5655,322.7812,254.0697,337.0547,249.5603,15806,1.027975,-2.042046,14.27347,-4.509441,0
317.8538,243.6182,317.4603,243.0329,321.3812,240.0414,333.4222,228.7647,17501,-0.393468,-0.585283,12.041,-11.27667,0
321.1006,251.401,318.7115,249.8202,325.7007,251.0796,340.0812,246.0341,17221,-2.38908,-1.580842,14.38056,-5.045479,0
319.0287,248.9679,320.4491,247.8604,319.1421,246.5296,323.3769,243.5712,20787,1.42039,-1.107517,4.23481,-2.958432,0
314.4063,247.6182,314.3991,246.654,317.7412,244.1058,316.3137,241.8672,21826,-0.007143,-0.964162,-1.427522,-2.238542,0
311.1621,252.2632,309.8954,250.4924,320.3291,242.2662,310.068,244.676,13361,-1.266763,-1.770802,-10.26102,2.409801,1
323.7405,248.0945,325.278,249.6002,326.3156,245.6836,331.6859,251.2967,16035,1.537453,1.505697,5.370338,5.613098,0
315.6282,235.4932,316.7159,238.0482,320.2389,238.0421,323.3701,242.2727,12506,1.087699,2.554985,3.131227,4.230591,0
309.8692,249.6469,307.4793,248.2635,317.7112,239.0382,303.8121,239.0616,12970,-2.389822,-1.383408,-13.89915,0.023429,0
320.2062,240.6693,320.0509,240.7038,318.5798,242.7033,304.9463,251.9528,13783,-0.155291,0.034482,-13.6335,9.249501,0
310.7723,254.1497,311.1906,253.1288,320.3951,243.5487,312.1194,245.1256,13872,0.418281,-1.020864,-8.275739,1.576886,0
310.4246,236.5373,309.1754,239.3347,315.6919,239.5688,312.2813,247.6379,15996,-1.249222,2.797449,-3.41064,8.069146,0
314.7679,248.3915,313.3537,247.2188,319.8408,246.4574,332.4995,249.3662,18035,-1.414187,-1.172752,12.6587,2.908751,0
315.1212,235.9834,317.8646,237.6607,311.4214,237.97,301.0647,246.8177,12487,2.743382,1.677275,-10.35676,8.847755,0
306.4042,250.9909,305.9386,248.661,314.5484,240.3846,303.6571,239.6372,14010,-0.465683,-2.329915,-10.89132,-0.74738,0
312.5501,237.7865,312.8093,238.2363,316.6455,241.3451,313.122,247.8885,17271,0.259157,0.449745,-3.523487,6.543421,0
324.8696,243.123,322.8978,242.8842,328.4631,241.0421,342.3215,245.4756,15308,-1.971819,-0.238864,13.85837,4.433587,0
316.785,238.8244,317.9085,241.2172,312.8167,240.7815,298.6325,249.5779,15613,1.123522,2.392776,-14.18414,8.796376,0
310.9888,251.2297,310.3899,249.8774,320.0326,240.5311,309.9854,241.5711,14731,-0.598883,-1.352332,-10.04721,1.040004,0
312.5233,236.8756,314.3365,236.1378,313.6949,239.9279,295.81,242.7943,16434,1.813187,-0.73782,-17.88497,2.866412,0
326.1165,248.8549,325.0995,246.208,329.5013,248.2162,333.7781,257.3495,16377,-1.016963,-2.646895,4.276853,9.133204,0
312.7129,247.1802,314.7784,243.6172,320.1534,238.5371,327.7336,231.2638,19954,2.06545,-3.562952,7.580106,-7.273301,0
307.6068,254.2144,309.7988,253.714,317.1955,243.5201,315.4726,243.2689,14888,2.191968,-0.500425,-1.722937,-0.251258,0
317.5947,240.7007,319.0936,243.359,322.0462,235.6331,324.4009,235.2516,17497,1.498918,2.658351,2.354636,-0.381505,0
316.2547,244.4574,314.5445,242.4275,318.7231,238.9995,312.4224,240.0361,20018,-1.71017,-2.029925,-6.300762,1.036592,0
323.6176,242.5015,322.2527,240.8979,324.5805,240.4073,329.7793,245.0425,17780,-1.36489,-1.603588,5.198777,4.635186,0
308.9921,245.1221,310.7509,243.3945,320.6675,233.6868,313.2168,239.9099,12927,1.758717,-1.727559,-7.450716,6.223083,0
310.1761,236.2757,309.4242,237.2863,313.7488,237.9366,304.843,239.9197,16501,-0.751918,1.010702,-8.905852,1.983078,0
319.103,239.2042,319.2607,236.7894,319.5604,242.373,322.7157,253.5405,11248,0.157672,-2.414795,3.155304,11.1675,0
318.24,241.4326,318.3723,240.1021,321.6394,239.2604,327.0979,245.5255,16693,0.132297,-1.330519,5.458468,6.265131,0
320.6704,245.9255,321.688,244.5618,328.5235,239.7889,334.3596,239.9433,20889,1.017553,-1.363663,5.836159,0.154422,0
305.7368,249.9068,303.3124,248.0562,312.2929,239.2174,290.1273,245.5708,14222,-2.4244,-1.850587,-22.16555,6.353389,0
321.7988,250.5863,317.8768,252.1163,331.8286,242.0055,345.4771,239.7232,19676,-3.922029,1.53001,13.64853,-2.282243,0
314.8384,240.8982,317.5878,239.719,318.3782,242.0791,312.8815,240.2981,15721,2.749343,-1.179193,-5.496754,-1.781044,0
318.9805,238.071,316.7506,238.7455,315.1028,240.0853,299.5152,246.9893,14405,-2.229923,0.674551,-15.58757,6.904036,0
317.9937,249.1916,316.7322,247.0812,321.7025,247.2882,334.4609,249.5956,16388,-1.261439,-2.110408,12.75835,2.307371,1
310.9008,253.5427,308.6085,254.1077,319.8557,243.83,309.6924,249.8957,15097,-2.292339,0.565,-10.16326,6.065647,0
324.0872,238.4444,322.3676,241.1767,328.0444,238.5465,349.0778,241.5477,14763,-1.719624,2.732298,21.03339,3.001175,0
319.5816,253.2996,317.0613,250.3085,323.4574,251.9115,333.8145,252.9734,19921,-2.520239,-2.991133,10.35711,1.061923,0
312.6155,254.1924,314.6693,254.2828,321.2874,243.5062,312.5482,244.6374,14221,2.053819,0.090413,-8.73925,1.131125,0
315.9261,242.4431,314.0154,242.503,319.2104,244.6601,312.0056,247.0518,17608,-1.91062,0.05986,-7.204786,2.391672,0
321.1203,248.1985,322.2942,248.4622,323.1555,245.9939,326.017,250.6998,15688,1.173886,0.263779,2.861465,4.705984,0
309.0901,248.9749,310.6633,251.7636,318.8139,238.5778,311.9649,240.0964,14429,1.573178,2.788726,-6.849042,1.518639,0
317.232,240.5589,318.7951,238.9628,320.6281,241.494,333.7269,242.6414,12185,1.563111,-1.596044,13.09873,1.147454,1
322.0307,237.1895,324.1629,239.68,319.6892,238.5135,306.8893,246.7377,11612,2.132236,2.490526,-12.79997,8.22415,0
318.646,242.4541,316.6674,241.3427,320.8918,238.6183,325.7846,236.0061,16125,-1.978618,-1.111411,4.892869,-2.612228,0
319.5676,240.3907,317.596,241.7092,324.4072,238.377,334.3919,248.1946,15460,-1.971533,1.318416,9.98468,9.817579,0
322.284,235.37,323.5509,234.6664,325.302,231.6313,333.4622,222.7823,17186,1.266901,-0.703629,8.160165,-8.849029,0
320.3327,245.3336,319.8538,243.4566,324.5928,245.3432,342.3263,243.4357,15440,-0.478944,-1.87702,17.73349,-1.907562,0
315.5455,240.197,313.1541,239.5237,317.4677,243.5219,309.9821,251.8566,15978,-2.391427,-0.673363,-7.485584,8.334693,0
317.4723,237.1534,315.9999,239.611,314.9526,238.8463,302.837,248.0992,13953,-1.472333,2.457632,-12.11554,9.252898,0
321.3351,243.9905,322.0647,241.8025,325.2729,241.165,336.5598,244.179,16731,0.729567,-2.188018,11.28687,3.01399,0
319.9184,243.6049,319.0321,244.4801,322.8997,237.4512,323.1213,233.1425,15325,-0.886339,0.875135,0.221572,-4.308691,0
317.8076,236.847,319.5829,238.4718,314.5705,238.4765,300.5875,245.4337,14462,1.775368,1.62483,-13.98301,6.95718,0
305.029,254.8543,305.0006,256.0012,314.2094,244.8684,302.1262,251.8173,14876,-0.028387,1.146875,-12.08317,6.948916,0
321.8853,240.4988,321.3911,241.3641,326.8675,241.8975,343.6091,254.824,11665,-0.494221,0.865278,16.74164,12.92653,0
322.1578,234.5629,320.7133,237.169,317.9944,236.0546,303.4658,244.7193,14305,-1.444445,2.606091,-14.52864,8.664632,0
319.096,244.3064,318.9214,241.1548,327.9442,235.6742,337.2248,229.7851,16398,-0.174645,-3.151565,9.280525,-5.889121,0
315.5581,239.511,317.4311,241.5266,318.2981,241.9938,314.0751,245.5636,16586,1.872995,2.015617,-4.222946,3.569725,0
307.436,251.3965,306.1593,252.9217,315.3783,240.3994,304.7137,242.7512,13796,-1.276776,1.525191,-10.66461,2.351739,1
320.9879,243.7771,320.7806,242.2018,321.9253,242.6646,323.4855,247.7556,16479,-0.207274,-1.575306,1.560231,5.091077,0
324.2092,249.8719,324.5461,248.7981,328.1926,247.6768,339.3939,247.8919,21822,0.336908,-1.073812,11.20131,0.215145,0
316.2216,247.3477,317.4895,248.2488,319.7666,242.0343,321.4133,242.3634,18566,1.267934,0.901098,1.646698,0.329122,0
319.4239,243.188,319.6816,245.0124,315.2888,244.467,297.3503,252.5404,12140,0.257738,1.824395,-17.9386,8.073389,0
319.069,248.8865,319.8408,246.9373,321.7176,241.9722,328.5888,226.7219,14985,0.771737,-1.949153,6.871222,-15.25025,0
328.3961,239.8572,327.7716,239.2815,331.3732,240.4595,350.2519,239.7225,15385,-0.624503,-0.57577,18.87867,-0.737011,0
305.9961,253.8316,304.6005,255.4805,313.6987,243.8016,297.3026,251.0666,14072,-1.395607,1.648987,-16.39613,7.265008,0
316.7859,249.1843,315.7514,250.1582,323.0754,241.1243,327.7293,239.5107,20033,-1.03454,0.973954,4.653924,-1.613606,0
316.786,241.5399,316.2419,240.5807,313.5472,243.3129,303.1812,248.6266,11369,-0.54412,-0.959217,-10.36603,5.313697,0
323.0905,239.2483,321.5931,240.4198,326.0637,238.1029,334.1009,247.2834,13092,-1.497428,1.171495,8.037207,9.180513,0
321.1521,248.4249,321.7998,245.6718,324.878,244.6406,329.9996,244.1196,20812,0.647687,-2.753165,5.121547,-0.520972,0
316.9654,242.1235,315.0287,242.4362,320.9368,238.3616,319.7292,242.7812,17306,-1.936711,0.312704,-1.207557,4.419538,0
314.9986,244.8616,314.7334,245.8051,320.1311,239.9404,324.7798,242.3688,19269,-0.265171,0.943551,4.648685,2.428449,0
309.764,250.5955,310.2929,248.2825,318.3697,239.9872,306.7302,242.4156,13864,0.528823,-2.313081,-11.63944,2.428418,0
319.7533,244.5544,320.2425,244.3915,318.0985,245.7109,314.3802,249.7469,14517,0.489209,-0.162866,-3.718302,4.036024,0
317.167,248.5636,320.3452,251.2108,323.9582,239.78,334.7656,242.4459,20076,3.178155,2.647235,10.80742,2.665948,0
323.5278,245.7901,320.6154,244.4083,327.4643,243.4298,338.9933,247.8151,15789,-2.912352,-1.381767,11.52907,4.38535,0
315.0876,247.8598,313.8198,246.5348,317.5053,242.0727,314.4126,244.7667,19153,-1.267735,-1.32504,-3.092674,2.693932,0
321.4185,242.5421,319.3881,240.47,318.6161,243.2339,305.4789,244.8968,10560,-2.030413,-2.072068,-13.13724,1.662899,0
